F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
-4.23,4.2513,-12.948,1742.2,-5.5944,3105.48,3.7071,-1.8207,0,-2467.73,8278.2,1,179.024,6.9376,-44671.83,-13.144,-136.56,3045.14,9.6114,-2.6914,,TRUE
-1.23,4.2611,-29.15,1526.38,-6.4576,2661.55,3.0789,-2.4255,1,-2296.35,10633.2,0,215.66,11.802,-44137.506,-10.378,222.45,3081.34,10.6263,-1.84638,,TRUE
-1.23,3.7192,-13.3061,1481.78,-7.928,2701.64,2.9142,-0.9072,1,-2028.55,11471.43,1,202.02,12.948,-44195.04,-7.72188,-1071.75,1895.18,12.504,-6.66,,FALSE
-4.23,4.3051,-16.663,1685.89,-6.5716,3235.98,6.771,-3.315,1,-2408.25,1852.2,1,209.08,6.5724,-44195.76,-8.0276,-704.25,2171.34,9.26718,-3.7152,,TRUE
-4.23,3.7946,-19.161,1655.06,-6.3098,2669.56,4.2561,-3.252,0,-2394.05,9007.5,1,164.526,9.302,-44313.66,-11.124,-145.737,1792.6,10.5927,-2.1416,-15.32,FALSE
-4.23,3.5813,-9.881,1851.38,-10.626,3942.78,7.323,-2.2995,1,-3720.65,14139.6,1,166.508,6.454,-44289.99,-8.1218,4206.75,1966.9,9.7083,-1.74402,,TRUE
-1.23,3.44749,-18.327,1514.58,-6.8398,2623.16,4.8405,-0.7863,0,-924.65,11919.3,0,162.602,7.8612,-44123.52,-9.4528,21.45,1757.82,10.7436,-1.96,-14.71,FALSE
-4.23,4.3265,-12.955,1749,-6.1022,3305.88,2.46978,-3.801,1,-2569.72,11449.35,1,173.354,6.9828,-44127.45,-12.538,-89.31,2078.34,16.389,-1.742904,,FALSE
-1.23,4.222,-19.878,1615.97,-7.0686,2593.38,2.36823,-4.044,0,-2345.45,10109.1,0,174.898,7.9636,-44925.03,-8.3418,414.45,2295.14,11.1741,-2.6226,-15.78,TRUE
-4.23,5.136,-21.662,1753.22,-6.5358,2907.88,9.273,-5.601,1,-2600.91,17029.2,0,168.764,9.812,-44135.805,-8.3424,1029.75,1407.14,9.8415,-2.8266,,FALSE
-4.23,4.542,-12.686,1762.68,-6.687,4181.78,3.2562,-4.008,1,-2746.55,9205.2,0,163.26,6.2204,-44143.959,-8.3196,2793.15,2255.34,10.3203,-1.77554,-13.46,TRUE
-4.23,4.3849,-9.056,1803.08,-7.554,3224.78,3.7635,-1.7151,1,-2365.05,10389,1,165.408,7.5684,-44640.03,-8.0566,-3671.25,1953.76,12.321,-2.3956,,FALSE
-4.23,3.8411,-11.915,1670.0003,-9.784,2884.28,4.755,-7.221,1,-2289.95,9714,0,260.06,7.1806,-44182.362,-8.9788,-226.56,1979.16,10.7745,-1.78432,,TRUE
-4.23,4.0263,-19.036,1512.78,-5.45206,2619.82,8.658,-0.747,1,-2408.55,12060,1,196.8,7.0942,-44415.81,-8.249,1449.75,4263.54,12.342,-4.554,-14.5,TRUE
-1.23,5.343,-15.767,2031.88,-6.08,1751.88,3.942,-0.453,0,-2601.02,11986.5,1,185.62,6.15638,-44094.63,-7.827,9384.75,1768.54,14.433,-4.684,-14.68,FALSE
-1.23,5.337,-22.307,1698.43,-7.524,2740.99,2.8002,-4.782,1,-2603.06,11345.67,1,183.3,6.4496,-44176.086,-8.4252,2770.95,2247.94,16.116,-3.3446,-16.36,TRUE
-1.23,3.5961,-20.02,1674.843,-7.546,2856.68,6.21,-2.2881,0,-1783.65,11985,1,162.4,8.66,-43908.93,-8.6016,-234.09,2092.34,12.381,-1.83528,,FALSE
-4.23,3.7287,-17.152,1254.88,-9.902,2664.32,4.7976,-0.7422,1,-2034.95,11887.08,1,163.902,11.708,-44146.173,-15.324,-64.2,1959.3,11.706,-1.87166,-16.98,TRUE
-4.23,6.678,-12.184,1461.48,-5.5504,2530.98,5.919,-1.4064,1,-2480.89,9882,0,172.744,8.848,-44206.98,-8.8772,195.45,3523.34,12.135,-2.6406,,TRUE
-4.23,5.987,-6.499,1368.98,-6.5252,611.78,5.763,-1.2711,0,-2440.2,11790.69,1,193.38,6.2092,-44189.454,-7.946,1963.35,2316.74,13.083,-4.032,,TRUE
-4.23,6.828,-11.827,1654.42,-10.778,2543.38,2.60913,-5.112,1,-2523.33,9140.1,1,167.592,7.8774,-44168.193,-10.9,304.95,1926.14,10.0458,-2.8454,-16.54,TRUE
-4.23,3.5932,-20.584,1904.38,-6.0556,4653.78,4.0338,-1.6308,1,-3332.45,-12625.8,0,195.28,6.2028,-44229.39,-12.558,-15.57,1718.5,9.18414,-8.672,,FALSE
-4.23,3.5835,-12.847,1735.8,-7.836,2871.58,3.0447,-4.572,1,-3446.95,11291.1,1,169.776,8.482,-44198.4,-9.614,700.35,2098.94,15.537,-1.89902,,TRUE
-4.23,4.1076,-23.603,1750.17,-6.0368,2869.68,5.475,-2.4738,1,-2438.27,11716.26,1,161.2974,9.564,-44117.16,-9.0988,-256.11,1918.18,20.616,-3.4778,-15.16,FALSE
-1.23,5.203,-9.399,1670.212,-7.7,2661.37,2.7801,-4.179,0,-2565.98,8491.2,0,175.964,10.49,-44189.016,-7.73134,11526.75,2036.18,9.936,-2.6766,-14.64,TRUE
-4.23,6.262,-6.19,1676.569,-10.504,2662.28,5.172,-8.73,0,-2547.38,11702.07,0,182.9,9.242,-44262.78,-8.463,1704.15,1830.656,12.0129,-5.54,,FALSE
-4.23,4.605,-21.131,1680.225,-8.474,2585.08,4.1388,-2.0919,1,-2591.12,11727.93,1,179.05,7.4658,-44076.18,-9.2892,1029.45,1930,16.524,-2.942,-18.35,TRUE
-4.23,3.8899,-7.896,1817.18,-7.0318,2853.18,2.7165,-1.8423,1,-2790.85,9258.3,1,173.308,8.566,-44148.366,-8.6086,1179.15,2169.74,10.1223,-1.92362,-17.21,TRUE
-4.23,6.162,-17.246,1678.017,-6.2564,2864.88,2.37204,-9.234,0,-2464.6,12443.4,0,188.34,9.376,-43852.53,-13.884,-141.471,2364.54,12.612,-1.85116,,FALSE
-4.23,6.027,-9.071,1818.88,-7.27,2881.38,2.9655,-1.5342,1,-2582.45,11372.46,1,166.758,7.1136,-44287.62,-11.494,393.75,2284.74,20.514,-1.747288,-15.01,TRUE
-1.23,3.8135,-15.2208,2187.28,-8.03,2799,3.4107,-0.38724,1,-2124.45,7879.2,1,162.485,12.68,-43870.65,-9.0364,-1300.65,1776.74,9.7962,-3.4234,,FALSE
-4.23,3.7888,-14.4788,1642.24,-5.4958,2068.58,3.9546,-4.155,0,-2289.75,11766.75,0,183.5,6.16098,-44101.5,-8.2746,1015.95,3774.14,13.635,-1.82056,-14.5,FALSE
-1.23,4.903,-14.3689,1678.969,-12.486,2724.051,2.7129,-10.104,0,-2542.31,11567.13,0,178.392,8.514,-47613.03,-7.927,2440.95,1825.886,11.3853,-3.2622,,FALSE
-4.23,3.869,-23.124,1700.85,-10.154,2627.95,4.8516,-3.888,1,-2705.25,10943.4,0,165.612,6.626,-44252.64,-8.007,1723.35,1785.64,13.131,-2.0752,-14.64,FALSE
-4.23,3.6886,-7.454,1705.65,-5.38468,3146.18,2.7423,-5.346,0,-2237.65,5071.2,1,164.122,7.3272,-44177.622,-8.8706,-866.25,2654.94,9.4896,-1.84252,-12.77,FALSE
-1.23,4.1528,-19.809,1711.37,-7.698,2915.48,2.7408,-6.984,0,-2634.55,11268.3,0,165.978,8.046,-44134.962,-7.6961,2352.15,1772.74,16.329,-2.7044,,TRUE
-4.23,4.0735,-14.3556,1952.78,-8.772,3169.38,6.474,-1.2936,1,-2706.05,11726.22,1,176.356,7.2688,-44231.25,-11.038,261.75,1981.16,18.858,-1.91248,-15.08,TRUE
-1.23,3.5316,-14.9347,1797.08,-7.946,4468.78,4.3905,-2.4063,0,-3304.35,10824.9,0,164.634,6.2066,-44232.3,-8.7888,259.35,1806.2,12.384,-3.1278,-15.64,TRUE
-1.23,5.324,-14.9568,1651.28,-6.556,2715.616,6.63,-4.017,1,-2472.68,11593.05,1,190.62,13.19,-44150.022,-7.9606,2027.85,2351.34,10.578,-1.76004,-16.12,TRUE
-1.23,4.1356,-14.8155,1403.78,-6.1006,2461.38,2.9628,-0.6759,1,-2356.25,11905.29,1,186.26,6.8266,-44237.34,-12.276,-80.97,1766.88,12.201,-1.9712,,FALSE
-4.23,4.652,-10.266,1667.746,-8.168,1539.78,2.60649,-5.31,0,-2570.14,9307.5,0,185.32,6.1102,-44132.058,-9.0156,1195.05,2155.94,10.0794,-2.1308,-13.91,TRUE
-1.23,3.4979,-21.69,1679.398,-5.9858,2563.88,4.068,-4.506,1,-3644.65,11261.1,1,176.466,6.4404,-44287.32,-12.914,305.25,3489.54,15.309,-4.642,-14.58,FALSE
-1.23,4.1812,-13.9914,1632.64,-7.1964,2545.08,3.2154,-3.858,1,-2376.05,9555.9,0,177.132,6.82,-44292.3,-10.49,-6.48,2175.14,10.3521,-4.022,-16.52,TRUE
-4.23,4.994,-14.7964,1655.24,-7.312,2496.38,2.8035,-4.992,1,-2505.953,10941.6,1,193.5,6.9152,-44048.34,-10.858,171.45,2069.94,12.423,-2.225,,TRUE
-1.23,4.462,-25.06,1758.12,-7.956,3345.08,3.8145,-0.8904,0,-2450.48,10954.8,1,195.1,6.4264,-44148.396,-9.878,-165.63,1984.26,12.222,-4.15,-14.82,TRUE
-1.23,4.0748,-13.145,1610.42,-6.174,2684.09,7.239,-3.0309,0,-2324.85,11683.59,0,172.254,10.918,-44244,-11.678,27.06,2558.54,12.69,-1.755832,,FALSE
-1.23,6.176,-9.508,2174.38,-10.294,3169.28,6.384,-0.6885,0,-2558.66,10894.2,0,166.026,6.8716,-44105.55,-8.5648,823.05,1923.62,13.65,-2.1698,,TRUE
-1.23,4.3372,-12.239,2353.28,-7.902,3433.08,4.1865,-0.4608,1,-2402.85,11786.19,1,184.2,7.0638,-44145.843,-9.828,-413.19,1962.64,14.697,-2.3426,-15.92,FALSE
-4.23,4.3012,-12.76,1578.02,-6.2464,2719.317,4.278,-0.4521,0,-2477.59,11663.67,0,181.78,9.03,-44265.93,-10.612,215.55,2436.54,19.953,-1.85982,,FALSE
-1.23,3.45987,-7.475,1800.28,-7.366,2791.77,4.1946,-0.7905,1,-2334.05,6184.2,1,171.496,7.449,-44077.41,-9.0188,-79.32,1729.04,9.28545,-2.6798,,FALSE
-1.23,3.6459,-17.122,1691.19,-5.587,2801.67,6.657,-6.087,0,-1707.95,8146.2,1,169.58,13.204,-44193.3,-13.038,-543.45,669.94,9.7032,-4.066,-16.42,TRUE
-1.23,3.7963,-20.593,1686.03,-10.56,2784.05,2.51787,-3.156,1,-2391.35,9826.8,1,184.88,8.026,-44395.41,-7.9652,-294.63,1856.414,10.428,-1.746576,,TRUE
-4.23,5.44,-0.41,1497.08,-6.5462,2528.28,7.548,-1.3185,0,-2409.65,8332.2,0,193.68,7.239,-44164.689,-9.786,-614.25,1675.76,10.0653,-5.376,,TRUE
-4.23,3.47157,-14.14197,1962.48,-8.28,3975.78,4.1949,-1.4232,1,-4314.65,9694.5,1,205.1,6.428,-44159.437,-10.14,42.9,1843.0418,10.7943,-1.8005,,FALSE
-1.23,4.0697,-13.7636,1835.48,-7.922,2947.78,3.603,-1.1454,1,-2346.35,10816.8,1,198.58,8.446,-43776.33,-8.2126,-2067.15,1809.84,12.069,-1.742156,-13.17,FALSE
-1.23,3.7488,-8.805,1709.8,-6.138,4642.78,2.329545,-3.543,0,-2345.25,11845.08,0,164.446,6.1892,-44220.36,-9.724,-182.25,1754.12,15.789,-1.83166,-13.42,FALSE
-1.23,3.6931,-14.4813,1697.51,-6.4326,2741.8,2.7513,-2.022,1,-2600.36,12009.6,1,219.32,9.418,-44307.72,-12.52,152.55,2264.14,13.389,-3.1706,,TRUE
-4.23,4.2918,-13.384,1765.62,-7.1662,2812.2,7.026,-1.6422,1,-2371.55,11772.3,0,182.58,12.226,-44111.28,-8.694,-819.45,1887.7,13.701,-2.3504,-14.72,FALSE
-4.23,3.7535,-14.574,2585.08,-6.3004,3082.98,5.796,-0.552,0,-3290.65,10485.9,0,213.3,6.9598,-44163.324,-9.19,1287.45,2414.74,11.4513,-1.78142,,TRUE
-1.23,5.087,-15.2323,1481.88,-5.40658,2539.88,3.8862,-0.888,1,-2460.1,10817.4,1,197.62,7.874,-44209.59,-7.7858,-738.75,573.34,13.872,-1.9632,,FALSE
-1.23,4.611,-19.2,1840.48,-6.0612,4421.78,9.369,-1.6152,0,-2570.25,9371.4,1,175.742,6.2686,-44172.282,-9.2142,189.45,2514.34,10.5621,-1.77598,,TRUE
-1.23,6.737,-15.369,1789.88,-5.3904,2854.88,6.78,-2.2932,1,-2548.13,8221.2,0,169.504,9.06,-44163.753,-11.108,172.35,6761.54,9.8946,-1.79212,-15.22,TRUE
-4.23,3.789,1.56,1697.45,-10.108,3266.28,4.0296,-9.597,1,-2696.85,10773.6,1,181.8,6.6976,-44093.94,-8.188,287.85,1811.42,11.5674,-1.76744,-14.62,FALSE
-1.23,5.614,-3.74,1729.57,-10.526,3729.78,3.6657,-6.042,0,-2606.23,10856.4,0,168.544,6.4076,-44308.89,-8.2056,2283.75,1910.56,12.393,-2.2378,-13.9,TRUE
-1.23,4.529,-22.993,1947.68,-6.431,2872.38,5.616,-0.5601,0,-2431.45,10425.3,0,224.28,8.528,-44038.11,-11.886,-344.88,1839.11,11.5341,-1.8019,-15.09,TRUE
-1.23,4.824,-13.136,2090.58,-7.532,3011.98,3.0366,-0.6006,1,-2515.904,11644.116,1,200.26,7.1818,-37830.03,-8.5686,-146.5734,1691.2,17.922,-6.314,-15.33,FALSE
-1.23,5.619,-16.545,1628.01,-7.015,2743.1,3.1728,-1.0284,1,-2454.22,11432.16,0,185.94,9.046,-44189.289,-8.2786,-785.55,1823.882,15.366,-2.7638,-15.88,TRUE
-4.23,3.6894,-18.82,1754.29,-5.7444,2697.84,3.2652,-1.8477,1,-2979.95,11019.3,1,173.004,10.396,-44143.698,-11.118,175.35,1304.74,13.869,-2.3866,,FALSE
-4.23,3.4971,-16.316,1958.58,-5.8684,4395.78,6.75,-0.6921,1,-1489.65,11746.05,0,175.224,6.3448,-44192.94,-10.576,-319.29,2106.14,19.257,-1.80972,,FALSE
-4.23,3.48319,-13.3825,1770.43,-5.5572,2833.38,9.363,-1.0734,1,-1378.65,13068.3,1,198.6,9.196,-44419.53,-12.278,-260.85,1400.74,9.3783,-2.48,-13.41,FALSE
-4.23,3.45129,-7.662,1694.82,-7.225,2831.48,3.4827,-10.116,0,-6440.65,11888.25,1,163.552,7.5032,-43799.43,-9.696,1247.85,2239.54,12.276,-3.822,,TRUE
-4.23,5.474,-18.915,1707.97,-9.416,3661.78,3.0042,-9.069,1,-2609.19,2458.2,1,163.126,6.2562,-44152.473,-9.0608,315.75,1744.84,9.5655,-7.39,,FALSE
-1.23,4.587,-13.5806,1639.17,-6.0124,2365.98,3.7056,-11.895,0,-2334.05,11616.363,1,162.3512,7.407,-44179.206,-7.913,1617.45,2729.94,12.297,-1.81002,,FALSE
-4.23,4.2204,-18.626,1855.38,-5.752,3264.28,2.37222,-0.954,0,-2380.05,11779.89,1,166.07,7.0414,-44088.9,-7.9824,-1531.65,2046.74,15.525,-1.88922,-14.06,FALSE
-4.23,4.1291,-13.115,1732.75,-11.2,2672.22,7.407,-1.3422,1,-2635.55,11727.21,1,163.662,8.342,-44263.74,-11.238,253.95,1822.518,14.679,-1.81228,,FALSE
-4.23,5.659,-7.046,1739,-6.0318,2948.38,3.6309,-4.305,0,-2588.8,2698.2,1,165.914,7.689,-44199.96,-8.1058,2922.75,2752.74,9.3429,-2.2864,-15.62,TRUE
-4.23,3.9956,-5.323,1700.22,-6.8156,2658.98,3.87,-3.969,0,-2741.35,10733.7,0,167.69,9.1,-44157.183,-11.566,135.72,1596.94,12.525,-2.7178,-17.01,TRUE
-4.23,3.5051,-10.22,1429.58,-5.45374,2374.58,5.706,-2.2836,1,74.35,11809.53,0,170.874,7.984,-44329.08,-9.1714,159.75,5823.54,13.674,-1.8065,-13.55,TRUE
-1.23,6.184,-8.965,1930.98,-8.878,3100.38,3.5025,-0.6567,1,-2552.51,11587.86,1,179.922,6.2532,-44184.606,-11.318,331.35,1978.58,10.2522,-1.744916,-15.61,TRUE
-4.23,3.7264,-14.28714,1703.4,-6.4604,5964.78,3.1107,-1.7166,1,-2141.95,11324.1,0,163.61,6.10658,-44153.892,-8.2476,-842.55,2374.14,18.15,-2.3522,,TRUE
-1.23,7.26,-12.842,1950.88,-6.118,3165.98,2.58564,-0.6819,0,-2482.85,8488.2,1,198.02,7.1564,-44130.942,-11.68,-435.66,1691.84,9.7296,-1.750396,-15.77,TRUE
-1.23,4.517,-11.801,1698.01,-6.3928,2771.22,5.0649,-6.945,1,-2614.85,11115,1,180.354,7.093,-44107.92,-10.81,42.63,1445.94,14.712,-4.014,,FALSE
-4.23,4.3548,-20.005,1688.75,-6.1796,4040.78,4.0401,-8.289,1,-2548.08,11248.5,1,209.4,6.17392,-44204.94,-9.3174,228.15,2010.6,11.1234,-2.2506,-14.86,FALSE
-4.23,4.1199,-15.795,1696.47,-6.8852,3776.78,3.7185,-11.34,0,-2723.65,11074.8,0,182.88,6.2736,-44152.95,-9.1324,369.45,1775.48,14.874,-1.759044,,TRUE
-4.23,3.5919,-13.8799,2155.98,-6.5126,3699.88,6.456,-0.4506,0,-1516.25,10433.7,0,183.88,6.6724,-44149.521,-7.77074,-11354.25,1612.54,11.0754,-2.2352,,TRUE
-1.23,4.957,-17.897,1646.11,-6.3818,2582.98,4.4559,-6.381,1,-2400.65,11714.91,0,166.384,6.8246,-44153.01,-8.2474,-506.25,1829.158,13.728,-1.7413012,,FALSE
-4.23,3.8225,-19.176,1682.28,-5.667,2673.91,3.1857,-4.626,0,-2729.75,11441.7,1,196.38,6.985,-44080.2,-9.954,606.15,3747.74,22.185,-1.7400106,-17.22,TRUE
-4.23,3.8116,-17.691,1589.46,-10.292,122.78,9.324,-0.40815,0,-2664.35,11037.9,1,171.864,6.13132,-44098.95,-8.7478,610.05,1748.24,13.782,-1.8867,,FALSE
-4.23,3.6618,-10.706,1743.49,-6.2402,2705.81,4.9932,-1.4454,0,-3097.05,14481.9,1,170.008,14.05,-44197.8,-12.602,370.95,2338.74,9.6186,-1.758724,-15.53,TRUE
-4.23,3.52,-15.625,1671.809,-5.37298,2750.13,5.1324,-2.7129,1,-2185.35,11960.7,0,236.52,8.696,-44104.74,-8.4924,777.15,5451.54,12.006,-1.82048,-16.19,TRUE
-1.23,3.7785,-17.933,2686.48,-9.55,3565.18,8.679,-0.32757,1,-2340.55,12308.1,0,177.048,6.6464,-44059.35,-7.8358,-1282.95,1858.296,10.2636,-1.83894,,FALSE
-1.23,5.051,-7.956,1595.53,-5.41968,2691.08,2.8134,-1.2018,0,-2466.7,11897.73,0,260.22,7.085,-43828.53,-11.374,102.57,5395.54,13.53,-1.76002,-15.35,FALSE
-4.23,4.872,-13.3496,1690.44,-6.047,2637.7,2.55141,-2.622,1,-2584.94,11921.07,1,196.86,8.552,-44185.224,-9.0944,1008.15,1733.3,11.1771,-2.222,-14.47,FALSE
-4.23,4.459,-7.395,1667.782,-5.8764,2624.38,2.42208,-3.21,0,-2474.39,10728.9,0,168.244,7.2368,-44159.667,-9.083,-150.4971,1060.94,10.5483,-1.966,-14.48,TRUE
-1.23,5.056,-13.7036,1736.39,-5.6582,2801.41,4.3098,-3.699,1,-2556.21,10159.8,1,183.68,10.12,-44225.82,-13.4,-81.06,1604.34,10.3599,-2.1766,-14.6,FALSE
-4.23,4.415,-17.839,1671.3124,-7.712,2762.61,8.319,-5.637,1,-2385.85,1174.2,0,167.614,11.892,-44172.315,-7.9458,-1295.55,2039.84,9.27738,-1.9446,-16.12,TRUE
-4.23,3.6097,-14.4963,1520.78,-6.4654,2639.3,5.964,-1.0143,1,-1997.65,11294.7,0,163.444,8.93,-44168.037,-9.0582,-358.86,1827.41,21.549,-2.0558,-12.83,FALSE
-1.23,3.7228,-12.626,1750.11,-6.6218,3001.08,5.1318,-3.1149,0,-2690.45,3946.2,0,167.086,7.3404,-44247.69,-7.9766,564.75,1767.62,9.25485,-2.3288,,TRUE
-1.23,4.1694,-13.175,1680.177,-6.281,2569.98,3.4272,-1.7079,0,-2593.16,11176.8,1,173.712,6.6906,-44211.99,-8.972,962.25,2427.94,13.839,-2.3598,,TRUE
-4.23,4.757,-20.992,1872.08,-8.096,3684.98,2.8596,-1.0158,1,-2374.65,10984.5,1,179.264,6.7476,-44227.86,-10.386,-880.95,1763.68,12.549,-2.025,-13.59,FALSE
-4.23,3.5848,-17.958,1644.96,-7.952,2436.48,6.489,-5.946,1,-1879.75,12002.4,0,161.2246,6.392,-44051.01,-9.2942,320.85,2031.54,14.145,-2.5788,-15.96,TRUE
-4.23,7.008,-14.9574,1878.18,-7.2144,2930.08,3.1983,-1.6023,1,-2539.79,13380.9,0,175.688,8.226,-44244.93,-10.55,99.21,1712.52,9.8919,-1.75344,,FALSE
-4.23,3.7441,-20.229,1684.64,-6.4332,2715.9874,3.4866,-5.571,0,-2876.05,12934.5,1,170.902,10.578,-43951.05,-7.9082,7782.75,2607.94,9.9561,-3.6872,-15.92,TRUE
-1.23,4.493,-13.8093,1491.38,-5.42792,2553.88,3.5826,-2.1174,0,-2314.05,12195.3,0,203.34,8.694,-44173.938,-13.542,-47.91,5683.54,10.8639,-2.8016,-15.77,FALSE
-4.23,3.92,-17.506,3252.48,-5.824,2927.88,3.1536,-0.35487,1,-2795.45,6367.2,0,168.68,8.536,-44091.36,-8.8918,605.55,3132.34,9.9645,-2.0514,,TRUE
-4.23,5.027,-10.356,1782.18,-8.026,3413.48,4.4685,-1.197,0,-2485.36,11906.91,0,163.346,6.4028,-44368.17,-11.004,-156.825,1759.84,12.489,-2.7664,-14.77,FALSE
-4.23,4.924,-10.675,1709.39,-6.8296,3036.08,3.4452,-2.1813,1,-2451.75,12257.4,1,168.822,7.1038,-44114.16,-12.608,-164.979,1903.7,11.331,-1.77086,,TRUE
-4.23,3.7646,-15.0311,2162.98,-8.084,4168.78,2.6307,-0.7695,0,-3045.25,7237.2,0,171.426,6.11632,-44212.62,-9.966,212.85,1718.64,10.065,-1.91294,-14.07,TRUE
-4.23,3.9029,-16.009,1812.18,-5.39892,2853.18,3.5307,-2.5404,0,-2731.45,16588.2,0,228.66,9.882,-44983.53,-10.438,105.72,-844.46,9.4467,-2.3542,,FALSE
-1.23,3.9076,-15.2389,1685.42,-6.3092,2877.28,4.0098,-7.245,1,-2355.05,5659.2,1,186.02,8.1,-44151.135,-9.1426,-617.25,1766.02,9.4983,-2.508,,FALSE
-1.23,3.6816,-16.727,2501.78,-5.849,3163.98,5.1078,-0.4809,0,-2779.65,11386.29,1,222.58,7.0424,-44224.83,-10.504,-12.45,1929.4,16.947,-3.2944,,TRUE
-1.23,3.9756,-3.53,1795.68,-7.062,2902.98,3.5745,-2.0271,1,-2540.21,10325.4,0,175.83,8.962,-44161.084,-10.046,-25.89,1996.16,9.2931,-1.83678,,TRUE
-4.23,3.8832,-12.401,1787.88,-6.0428,3661.68,5.529,-2.2416,1,-2815.45,10072.2,1,174.51,6.12508,-44476.53,-7.8698,2034.45,1271.54,11.43,-2.2292,-13.41,FALSE
-4.23,5.614,-8.08,1956.28,-6.6128,4114.78,3.0441,-1.0107,0,-2599.83,12039,0,168.104,6.16694,-44184.855,-9.3806,1167.75,2310.14,10.7769,-3.858,,FALSE
-1.23,4.2722,-14.6003,1656.34,-5.42418,2748.92,6.984,-7.947,1,-2247.65,11476.56,0,165.5,10.078,-44183.253,-10.188,-538.05,2062.54,10.8849,-2.6548,-14.34,FALSE
-1.23,4.432,-18.476,1674.949,-7.514,2366.38,4.104,-3.708,1,-2648.95,10263.3,0,204.96,6.7488,-44123.7,-8.0896,4290.75,2146.34,11.2539,-5.848,-14.2,TRUE
-1.23,5.213,-17.351,1697.43,-6.531,3691.28,4.1901,-12.411,1,-2575.2,11114.7,1,171.55,6.5306,-44192.61,-8.2184,525.75,1872.36,14.391,-2.9028,-14.71,FALSE
-1.23,3.8826,-14.9081,1794.08,-5.9926,2705.27,10.827,-1.1727,1,-2806.15,12381,0,176.426,10.962,-43910.01,-9.161,1107.75,1832.686,10.8993,-1.740409,-15.15,FALSE
-1.23,5.546,-16.237,1672.181,-8.154,2686.07,3.3075,-3.1053,0,-2534.6,14773.2,0,175.738,9.254,-44265.99,-10.762,383.85,1994.6,9.24306,-4.13,-14.94,FALSE
-1.23,3.7084,-23.195,1852.68,-11.43,4000.78,3.3099,-0.609,1,-2226.05,11728.59,1,161.6402,6.3592,-44107.95,-8.8828,106.8,1976.9,16.536,-1.74296,-14.06,TRUE
-1.23,4.829,-14.163,1626.14,-5.7908,2653.1,3.2298,-3.153,1,-2388.05,11258.1,1,160.55535,7.185,-44211.33,-8.9896,-739.05,1937.82,19.008,-1.9392,-14.85,FALSE
-4.23,3.5414,-8.273,1648.41,-6.08,2550.68,3.4245,-3.732,1,-2006.15,10896.9,1,208.42,6.541,-44124.54,-7.9036,748.65,2318.94,13.116,-2.3478,,TRUE
-1.23,3.5025,-16.209,1706.66,-11.438,2389.88,2.8317,-1.8126,1,-3383.15,11711.1,0,185.12,6.4484,-43822.53,-7.71082,12093.75,1830.178,13.671,-4.206,,FALSE
-4.23,5.944,-11.128,1545.78,-7.488,2721.96,4.2465,-0.7899,0,-2448.44,11108.4,1,160.72542,14.062,-44475.93,-8.6442,-833.25,1857.966,13.755,-3.0748,,FALSE
-4.23,6.542,-11.265,1742.35,-6.2814,2435.08,2.4993,-1.8039,0,-2559.45,10819.8,0,160.68816,6.6998,-44357.73,-7.72796,7350.75,1386.74,13.257,-2.1266,,TRUE
-4.23,3.5111,-7.985,1644.7,-5.5676,2647.51,4.0941,-4.368,0,-2075.75,11748.75,1,163.42,9.912,-44409.81,-8.573,677.25,1629.34,16.221,-1.77002,,FALSE
-4.23,3.954,-9.405,1693.17,-6.6274,2891.28,2.9838,-3.0552,0,-2492.94,11169,1,161.6458,6.2634,-44160.82,-7.9532,286.35,1610.54,11.4024,-1.7400088,,FALSE
-1.23,6.326,-5.246,1705.33,-7.33,2791.3,4.2384,-2.3373,1,-2473.43,7537.2,0,187.96,10.022,-44051.19,-8.6306,-1135.95,1700.7,9.6087,-1.744316,,TRUE
-1.23,4.644,-8.851,1636.51,-5.971,2618.14,5.532,-4.158,0,-2407.05,-3646.8,1,171.688,8.172,-44370.39,-9.2186,-469.65,1723,9.30744,-2.4022,-14.87,TRUE
-4.23,4.808,-19.894,2063.98,-8.948,3022.18,5.1543,-0.4812,1,-2437.39,11399.73,1,163.39,7.456,-43946.7,-8.8698,-979.65,1797.16,19.479,-5.628,,FALSE
-4.23,5.139,-19.305,1657.14,-10.754,2147.48,5.388,-4.899,0,-2532.38,10980.9,0,172.434,6.3156,-40854.03,-9.714,755.25,2007.26,10.5024,-3.0816,-14.28,FALSE
-1.23,4.591,-8.521,1674.82,-5.697,2534.18,3.429,-12.123,1,-2641.35,10362.6,1,163.318,8,-44115.54,-10.006,508.35,1131.74,11.3244,-1.81842,-14.36,FALSE
-4.23,7.165,-21.721,1364.38,-7.0172,2580.58,7.23,-0.6012,1,-2489.03,11395.89,1,191.44,7.5308,-43915.41,-9.3156,99.75,2115.94,22.386,-2.545,,TRUE
-4.23,3.9285,-12.928,1759,-6.6146,4357.78,3.0969,-4.092,1,-2721.35,14172.3,1,163.79,6.3928,-44108.82,-8.6568,871.65,2094.74,9.6081,-5.682,,TRUE
-4.23,3.9553,-15.258,1636.52,-7.074,2825.68,3.5406,-2.2323,0,-2167.25,11431.8,0,163.964,6.3754,-46068.33,-8.263,-2050.05,1526.34,14.478,-1.90238,,FALSE
